question,document_id
Is there a way to ask for a higher POS/web limit on my First Bank Visa Debit Multi-Currency Card?,691
Can I apply for the Visa Debit Multi-Currency Card at First Bank without having all four account currencies?,692
What are the requirements at First Bank for getting a Visa Debit Multi-Currency Card?,692
I want the Visa Debit Multi-Currency Card from First Bank—do I need to hold all four currencies first?,692
First Bank: Is it possible to order the Visa Debit Multi-Currency Card if I only have a Naira account?,692
How does First Bank handle requests for the Visa Debit Multi-Currency Card if I don’t have every account currency?,692
Can I use my Visa Debit Multi-Currency card from First Bank for purchases worldwide with just one linked foreign account?,693
"If I only have a GBP account tied to my Visa Debit Multi-Currency card at First Bank, can I make transactions globally?",693
I want to know if First Bank allows me to transact anywhere with my Visa Debit Multi-Currency card linked to a single foreign currency account. Is that possible?,693
"With my First Bank Visa Debit Multi-Currency card linked solely to a foreign account, can I shop internationally?",693
Does First Bank permit transactions across the globe using my Visa Debit Multi-Currency card when it is only connected to one foreign currency account?,693
"Can I change the account linked to my visa debit card at First Bank when I am making transactions in USD, GBP, or EURO regions?",695
Is it possible to switch accounts for transactions within the three major currencies if I have a Visa debit card with First Bank?,695
"First Bank, can I request to have a different account used for my debit transactions in regions that use USD, GBP, or EURO?",695
"When using my First Bank Visa debit card, can I ask to swap currency accounts based on the transaction region?",695
"How does First Bank handle transactions in USD, GBP, and EURO with my linked accounts on my debit card?",695
Can I select which currency to use for my purchases at First Bank when I have three currencies linked to my card?,694
"If I have a Visa debit card from First Bank with USD, GBP, and EURO accounts, can I make transactions in any currency while traveling?",694
"When using my First Bank debit card, will transactions be deducted from my chosen account if I'm in the US, UK, or Eurozone?",694
How does First Bank handle currency selection for my debit card when I spend in different regions?,694
"Are there restrictions on which account I can use with my First Bank card when in countries that use USD, GBP, or EURO?",694
Can you explain what a Default Account means at First Bank?,696
"First Bank, what should I know about my primary account for international transactions?",696
"What is the role of a Default Account in transactions outside the USD, Euro, or GBP with First Bank?",696
"When applying for a Visa Debit Multi-Currency at First Bank, what account do I need to specify as my Default Account?",696
How does First Bank define a Default Account for cross-border transactions?,696
"If I have multiple currencies on my First Bank debit card, which account gets charged when I use it in Dubai or Ghana?",697
"When using my First Bank card in Dubai, will the payment come from my EURO, GBP, or USD account if EURO is my primary account?",697
"With First Bank's Visa debit card, what happens to my EURO account when I spend money abroad, say in Ghana or Dubai?",697
How does First Bank determine which currency account to debit when I make a transaction overseas if EURO is set as my default?,697
"When I make a purchase in Ghana using my First Bank debit card linked to USD, EURO, and GBP, which account will be deducted?",697
"What should I do to change my default account for transactions in currencies other than USD, GBP, or Euro at First Bank?",699
How can I swap my primary account for non-major currency transactions at First Bank?,699
First Bank: How do I switch my Default Account when I'm using currencies outside of those top three?,699
"If I'm abroad, how do I request a change in my primary account with First Bank for different currencies?",699
Can First Bank help me with swapping my Default Account for transactions in other currencies?,699
What should I do if I need more information from First Bank?,700
How do I reach out to First Bank for additional inquiries?,700
"If I have questions about my Visa Debit card, who can I talk to at First Bank?",700
Can someone tell me how to contact First Bank for further assistance?,700
Where can I go for help with my account at First Bank?,700
What steps do I take to customize my card with First Bank?,701
"First Bank, how can I make my card more personal?",701
Is there a way to personalize my card at First Bank?,701
How do I go about personalizing my First Bank card?,701
Can you guide me on personalizing my card through First Bank's website?,701
How long will it take for my card design to be ready at First Bank?,702
What steps do I need to follow after I submit my card design to First Bank?,702
"Can I pick up my card from First Bank after designing it, and when would that be?",702
First Bank has my card design submitted; what happens next?,702
What do I have to do to complete my card request at First Bank after submission?,702
What happens at First Bank if I use my Visa debit card in the UK with USD and Euro accounts?,698
"If I’m a First Bank customer with both US dollars and euros on my debit card, which account will be charged when I make a purchase in the UK?",698
I’m trying to understand how transactions work with First Bank’s Visa Debit Multi-Currency — which account gets used if I spend in the UK with USD and Euro linked?,698
Can you explain how First Bank debits my account in a foreign country if I have USD and Euro on my Visa debit card?,698
"When using my First Bank Visa Debit card abroad, which currency will be deducted if I have USD and Euro?",698
What are the image format requirements for uploading pictures to First Bank?,703
Can I find out the size restrictions for images when using First Bank's card services?,703
"First Bank, what types of image files can I use for my card, and are there any size limits?",703
Is there a specific resolution and maximum file size for images I need to upload to First Bank?,703
What formats and sizes should my pictures be in for them to work with First Bank?,703
What kind of images can I use for my First Bank card?,704
Are celebrity pictures allowed on cards from First Bank?,704
"Can I customize my First Bank card with any image I want, such as a famous person?",704
"First Bank has image guidelines for cards, what do they say about acceptable images?",704
"Is it possible to feature a celebrity on my card with First Bank, or are there restrictions?",704
Can I share a photo of my loved ones with First Bank's card service?,705
Is it allowed to upload images of friends or family members at First Bank?,705
I’m with First Bank; can I put my family pictures on my card if I have approval?,705
"First Bank, can I add a picture of my friends or family to my account?",705
What are the rules for uploading personal images like family photos on First Bank cards?,705
How can I preview my card design before it's finalized at First Bank?,707
Can I view what my card from First Bank will look like before it gets processed?,707
"At First Bank, is there a way to see a mockup of my card design before submission?",707
What options are available for previewing my card at First Bank before the order is completed?,707
Is it possible to check the design of my card at First Bank before my request is approved?,707
Can I still use my First Bank Naira MasterCard while I wait for a replacement card?,706
Is it acceptable to use my current MasterCard from First Bank until my new card arrives?,706
"While waiting for my new card, can I rely on my First Bank Naira MasterCard?",706
Does First Bank allow the use of existing MasterCard cards during the waiting period for new ones?,706
"If my First Bank card is on the way, can I use my old Naira MasterCard in the meantime?",706
How long will it take for my card from First Bank to be ready for collection?,708
"First Bank, when can I expect to pick up my new card?",708
Can you tell me the timeline for when my card will be available at First Bank?,708
What’s the process and time frame for collecting my new card from First Bank?,708
First Bank: How quickly will my card be ready after I apply for it?,708
What should I do next after my Reference ID is created at First Bank?,711
"After getting my Reference ID for a debit card at First Bank, what's my next step?",711
"First Bank, can you tell me what to do once I have my Reference ID?",711
I'm at First Bank and just received my Reference ID. What am I supposed to do now?,711
Can someone from First Bank guide me on the steps after my Reference ID has been generated?,711
What is the process for receiving my debit card at First Bank?,712
Will I have to visit a branch to pick up my card from First Bank?,712
How do I obtain my debit card with First Bank; do I need to go to the branch?,712
"First Bank, will my debit card be delivered to me, or do I need to go in person?",712
"If I request a debit card from First Bank, do I still have to go to the branch to get it?",712
Can I keep using my old debit card while my Expressions on Card is being processed by First Bank?,709
First Bank: Is it okay to use my current debit card until my new Expressions on Card comes in?,709
"While I wait for my Expressions on Card, can I still use my existing debit card from First Bank?",709
I’m waiting for my Expressions on Card from First Bank; can I continue using my old card in the meantime?,709
Does First Bank allow me to use my old debit card until I collect my Expressions on Card?,709
How quickly can I expect to receive my debit card from First Bank?,714
What is the processing time for getting a First Bank debit card?,714
"If I request a debit card at First Bank, how long will it take to arrive?",714
Could you tell me the delivery time for the Expressions card at First Bank?,714
First Bank: how soon will my debit card be delivered after I apply?,714
What do I need to bring to the First Bank branch to collect my debit card?,713
Can you let me know the requirements for getting my card at First Bank?,713
I need my debit card from First Bank; what documents must I provide at the branch?,713
"At First Bank, what should I present in person to receive my debit card?",713
"When visiting First Bank to pick up my debit card, what do I need to show?",713
What steps do I follow to request a debit card through First Bank's FirstMobile app?,710
Can you guide me on how to apply for a debit card with First Bank?,710
"I need to know how to request a debit card on FirstMobile for my First Bank account, what should I do?",710
How can I get a debit card from First Bank using the FirstMobile application?,710
"Where do I find the option to request a debit card on First Bank's FirstMobile app, and what is the process?",710
What are the pickup hours for my debit card at First Bank?,715
Can you tell me when I can collect my First Bank card?,715
I need to know First Bank's timings for debit card pickup. What time can I go?,715
When is the best time to visit First Bank to pick up my card?,715
At what times can I go to the branch to retrieve my card from First Bank?,715
Can I request a Debit card if I’m new to First Bank and haven’t received one yet?,716
"As a new user with no Debit card, how do I activate FirstMobile with First Bank?",716
I’m new to First Bank and don’t have a Debit card; am I still able to request one?,716
What happens if I want to use FirstMobile at First Bank but currently don’t have a Debit card?,716
Is it possible to apply for a Debit card as a new First Bank user without having one already?,716
Can I still use the First Bank app to request a new card if my current one is expired?,717
Is it possible to make a debit card request through the app for my First Bank account even if my card has expired?,717
"If my First Bank debit card has expired, will I be able to request a new card using the app?",717
What should I do with the First Bank app if my debit card is no longer valid due to expiration?,717
Do I need a valid debit card to use the First Bank app for requesting a replacement?,717
"If I lost my debit card and it's been hotlisted, can I still make a request on the First Bank platform?",718
Can I access First Bank's online services for requests if my card was reported stolen?,718
"I hotlisted my card after it went missing, is it possible to use First Bank's system to submit my request?",718
What should I do to request access on First Bank's platform after my debit card was stolen and hotlisted?,718
"After reporting my debit card as missing to First Bank, can I still log in to request a new one?",718
Can I use FirstMobile to request a new debit card if I already have one from First Bank?,719
"I currently have a debit card with First Bank. If I ask for another card of the same type on FirstMobile, what happens?",719
Does First Bank allow me to order the same debit card type through the FirstMobile app if I already have a card?,719
"If I have an existing debit card with First Bank, will that card be deactivated if I request a replacement of the same type?",719
Is it possible to request another card of the same type via FirstMobile while still holding my existing card with First Bank?,719
Does First Bank charge anything additional for requesting a debit card?,720
I want to know if there are fees with my First Bank debit card service.,720
Are there any extra fees involved when getting a card from First Bank?,720
Can you tell me if using the First Bank debit card request service incurs any costs?,720
"What is the cost for a debit card issuance with First Bank, if any?",720
How can I cancel a debit card request I mistakenly made with First Bank?,721
I made an error and want to withdraw my debit card request at First Bank. What should I do?,721
What steps should I take to cancel my card application at First Bank?,721
"If I accidentally requested a card through First Bank, how can I go about cancelling that request?",721
Can someone guide me on how to cancel a debit card request at First Bank?,721
What’s the process to get a Visa Prepaid Card at First Bank?,722
Can I apply for my prepaid card at First Bank branches?,722
How can I get my prepaid card from First Bank?,722
"Is it possible to apply for a prepaid card at First Bank, and if so, how?",722
Where do I go at First Bank to apply for my card?,722
What are the options for depositing money onto my First Bank prepaid card?,723
"Can I add funds to my card at First Bank, and if so, how?",723
How can I load cash onto my First Bank Visa prepaid card?,723
Is it possible to transfer money to my First Bank prepaid card from another bank?,723
What methods does First Bank offer to fund my prepaid Visa card?,723
What are the ways to check my account balance for my First Bank card?,724
Can I view my card details using First Bank’s services?,724
How can I find out how much money is left on my First Bank prepaid card?,724
Is there a way to access my First Bank card account info online?,724
What steps should I follow to check my First Bank card balance at an ATM?,724
Does First Bank send text alerts for each transaction I make on my prepaid card?,725
"When I use my Visa prepaid card from First Bank, will I receive SMS notifications about my transactions?",725
Can I expect to get an SMS notification from First Bank after completing a transaction with my prepaid card?,725
Is it true that First Bank cardholders receive SMS updates for every transaction they perform?,725
What kind of notifications does First Bank provide for transactions made with the Visa prepaid card?,725
Can I use my First Bank Visa prepaid card internationally?,727
Is it possible to use a prepaid card from First Bank when traveling abroad?,727
I want to know if First Bank cards can be used outside of Nigeria.,727
Does First Bank allow the use of its prepaid card in other countries?,727
What are the rules for using a First Bank prepaid card overseas?,727
Can I connect my First Bank Prepaid Card to my existing accounts?,728
What accounts can I link with my First Bank Prepaid Card?,728
Is there a way to tie my current accounts to a prepaid card from First Bank?,728
I heard about First Bank's Prepaid Card; does it allow linking to personal accounts?,728
Does First Bank offer the option to attach my existing bank accounts to their Prepaid Card?,728
What is the process to receive my monthly card statement from First Bank?,726
Can you tell me how I can obtain my prepaid card statement with First Bank?,726
"First Bank customers, how do I get my prepaid card statements delivered?",726
How does First Bank send out monthly statements for my prepaid card?,726
"I want to find out when First Bank sends the card statements to my email, how does that work?",726
What is the highest amount I can load onto my First Bank Visa prepaid card?,729
Can you tell me the limit for loading funds on my prepaid card from First Bank?,729
"First Bank, how much money can I actually load onto my Visa prepaid card?",729
I want to know the maximum load on First Bank's prepaid Visa card; what is it?,729
What’s the quarterly loading limit for my prepaid card with First Bank?,729
Does First Bank allow customers to request an increase in their prepaid card spending limit?,730
I’m a cardholder at First Bank; is it possible to raise my spending limit?,730
Can I ask First Bank to enhance the spending cap on my Visa prepaid card?,730
What is First Bank's policy regarding increasing the spending limits on prepaid cards?,730
"If I request it, will First Bank raise my prepaid Visa card limit?",730
Does First Bank require a minimum balance or charge any annual fees for the Visa prepaid card?,731
What are First Bank's policies regarding minimum balances and maintenance fees for prepaid cards?,731
Can you tell me if First Bank has any fees or balance requirements for their Visa prepaid card?,731
I’m curious if there are any annual maintenance fees or minimum balance limits with a First Bank Visa prepaid card?,731
Are there any fees or minimum balance requirements for the Visa prepaid card from First Bank?,731
What are the options to load money onto my Verve Prepaid Card at First Bank?,734
"At First Bank, how can I add funds to my Verve Prepaid Card?",734
Can you tell me how to fund my Verve Prepaid Card with First Bank?,734
How can I transfer money to my Verve Prepaid Card using First Bank services?,734
"I need to know how to top up my Verve Prepaid Card, does First Bank offer any methods?",734
Do I need to be a First Bank customer to apply for a Verve Prepaid Card?,733
Can someone without an account at First Bank get a Verve Prepaid Card?,733
What are the requirements to get a Verve Prepaid Card from First Bank?,733
Is it possible to obtain a Verve Prepaid Card if I'm not a First Bank account holder?,733
Does First Bank allow non-customers to purchase a Verve Prepaid Card?,733
What steps do I need to take to get a Verve Prepaid Card from First Bank?,732
"Can I apply for a Verve Prepaid Card at First Bank, and if so, how?",732
"First Bank, where can I go to apply for my Verve Prepaid Card?",732
How can I get a Verve Prepaid Card with First Bank?,732
"If I want a Verve Prepaid Card, do I need to visit a First Bank branch?",732
What is the process for checking my balance on my Verve Prepaid Card from First Bank?,735
Can I find out how to check the balance of my First Bank Verve Prepaid Card?,735
"First Bank customers, how can we verify the balance on our Verve Prepaid Card?",735
"I'm looking for information on checking my Verve Prepaid Card balance with First Bank, can you help?",735
Where can I check the balance of my Verve Prepaid Card issued by First Bank?,735
How do I request a statement for my Verve Prepaid Card at First Bank?,736
What is the process to get my Verve Prepaid Card statement through First Bank?,736
Can I obtain a statement for my Verve Prepaid Card at First Bank branches?,736
"First Bank, how can I ask for my Verve Prepaid Card statement?",736
Is there a way to get my Verve Prepaid Card statement from First Bank customer service?,736
Is it possible to use the Verve Prepaid Card issued by First Bank outside of Nigeria?,737
Can I take my First Bank Verve Prepaid Card for purchases abroad?,737
What are the limitations of the First Bank Verve Prepaid Card regarding international use?,737
"If I have a First Bank Verve Prepaid Card, can I use it while traveling outside Nigeria?",737
Does First Bank allow the Verve Prepaid Card to be used internationally?,737
Does First Bank require a minimum balance or charge an annual fee on the Verve Prepaid Card?,738
What are the balance and fee requirements for First Bank's Verve Prepaid Card?,738
Is there an annual maintenance fee or a minimum balance for the Verve Prepaid Card at First Bank?,738
Can you tell me if First Bank has any fees or balance requirements for the Verve Prepaid Card?,738
I'm curious about whether First Bank's Verve Prepaid Card has any minimum balance or yearly maintenance fees.,738
What are the qualifications for getting a home loan at First Bank?,739
Can you tell me who can apply for a home loan with First Bank?,739
I'm looking to get a home loan; who qualifies at First Bank?,739
"First Bank, what do I need to have to be eligible for a home loan?",739
Are there specific income requirements for home loans at First Bank?,739
What’s the lowest mortgage amount I can get with First Bank?,740
Can you tell me the minimum mortgage loan available at First Bank?,740
How much is the minimum I can borrow for a mortgage with First Bank?,740
"First Bank, what’s the smallest amount I can apply for with a home loan?",740
I’m interested in mortgage loans; could you let me know the minimum loan sum at First Bank?,740
What is the largest mortgage amount I can get from First Bank?,741
Can you tell me the maximum mortgage loan limit at First Bank?,741
How much money can I borrow for a home loan with First Bank?,741
"First Bank, what’s the highest amount I can expect for a mortgage?",741
"Is there a cap on home loans from First Bank, and if so, what is it?",741
Can you tell me the maximum duration for a home loan with First Bank?,742
What is the longest term I can get for a personal loan at First Bank?,742
"First Bank, how many years can I borrow money for a home mortgage?",742
What’s the loan period for personal home loans I can expect from First Bank?,742
"If I want a home loan, what’s the allowed tenure at First Bank?",742
What is the down payment requirement for a home loan with First Bank?,743
Do I need to put any money down when borrowing from First Bank for a house?,743
Can you tell me about First Bank's policy on down payments for personal home loans?,743
How much do I need to pay upfront when I take out a home loan at First Bank?,743
Is there a specific percentage for down payments on properties through First Bank?,743
Can I package a joint mortgage for my spouse with First Bank?,745
"First Bank, do you allow spouses to have a joint mortgage together?",745
Is it possible for spouses to arrange a joint mortgage at First Bank?,745
How does First Bank handle joint mortgages for married couples?,745
Are joint mortgages available for spouses through First Bank?,745
What do I need to provide to First Bank to apply for a home loan?,744
Can you tell me the necessary documents First Bank requires for a home loan application?,744
First Bank: what paperwork should I prepare for getting a mortgage?,744
I'm looking to get a home loan at First Bank—what documents will I need to submit?,744
What are the requirements for home loan documentation at First Bank?,744
What are the ways to pay off my loan with First Bank?,747
Can you tell me about how I should repay a loan at First Bank?,747
"First Bank customers, how can I manage my loan repayments?",747
How does First Bank expect me to handle my loan repayment?,747
Is the loan repayment process at First Bank based on my income?,747
What kind of collateral do I need for a loan with First Bank?,746
Can you tell me what security I must provide for a home loan at First Bank?,746
"First Bank, what are the requirements for property security when taking out a loan?",746
"When applying for a personal home loan with First Bank, what collateral will I have to offer?",746
Is there specific security or collateral I should prepare for a loan from First Bank?,746
Do I have to have a First Bank account to manage my home loan?,749
Is it necessary to open a First Bank account in order to service my loan?,749
Can I service my loan without having an account with First Bank?,749
Do I need to open an account at First Bank to handle my personal home loan?,749
What do I need from First Bank to access and manage my loan - is an account required?,749
Can I pay down my loan early at First Bank?,748
Does First Bank allow loan payments to be reduced before the end date?,748
I want to know if I can pay off my loan in advance with First Bank.,748
Is it possible to make payments on my loan before it matures at First Bank?,748
After how long can I start paying down my loan with First Bank?,748
What types of home loans can I get at First Bank?,751
Can you tell me about the various home loan options available through First Bank?,751
First Bank offers what kinds of mortgages for buying a home?,751
"If I want to build a home, what loan options does First Bank provide?",751
I am looking to refinance; what home equity loans does First Bank have?,751
What are the steps I need to follow to get a mortgage loan from First Bank?,750
Can you tell me the process First Bank uses for mortgage loan applications?,750
How does First Bank handle the stages of mortgage loan approval?,750
I need to know the phases involved in securing a mortgage with First Bank. What are they?,750
"First Bank, what are the different stages in applying for a mortgage loan?",750
Can First Bank help me get a loan for a house that's still being built?,752
What options does First Bank offer for financing an unfinished construction?,752
"If I have an incomplete building, can I still get a home loan with First Bank?",752
I'm curious if First Bank provides loans for properties that are not fully completed. Is that possible?,752
Can I secure a construction loan through First Bank for my uncompleted home project?,752
What is the best way to get a home loan with First Bank?,753
How can I request a home loan from First Bank?,753
"If I want a home loan, where should I go at First Bank?",753
Can you tell me how I can apply for a home loan at First Bank?,753
Where can I visit First Bank to discuss a home loan?,753
How can I get help from First Bank to choose a suitable home?,754
I heard First Bank has options for finding properties; can you tell me more?,754
Can First Bank help me find a home that meets my needs?,754
What assistance does First Bank offer in selecting a property to buy?,754
I'm looking to purchase a home; can First Bank assist me with that?,754
What extra fees should I expect with my First Bank home loan besides the interest?,755
Does First Bank charge anything other than the interest rate for home loans?,755
I want to know if there are additional costs for a home loan from First Bank besides the listed interest rate.,755
"When taking out a home loan at First Bank, are there any other charges I need to be aware of?",755
Can you tell me if there’s more to pay besides the interest rate with First Bank home loans?,755
Can my spouse be a co-applicant for a loan at First Bank?,756
Who is eligible to apply as a co-borrower when getting a loan from First Bank?,756
"If I want to take out a loan with First Bank, can I include my husband or wife as a co-applicant?",756
"At First Bank, are there specific requirements for co-applicants when applying for a personal loan?",756
Are spouses allowed to join as co-applicants on a loan at First Bank?,756
Who can apply for a joint mortgage at First Bank?,759
"At First Bank, which professionals are eligible for joint mortgage ownership?",759
Can registered partners become joint obligors for a mortgage with First Bank?,759
What are the qualifications for joint mortgage applicants at First Bank?,759
"If I bank with First Bank, who else can I include as a joint mortgage partner?",759
Can First Bank customers who are self-employed apply for a joint mortgage with their employed spouse?,757
Is it possible for a person with a self-employment status at First Bank to get a joint mortgage with their spouse who has a regular job?,757
"First Bank, can my self-employed partner team up with me for a joint mortgage if I'm employed?",757
I have a self-employed income and I'm banking with First Bank. Can I go for a joint mortgage with my spouse who is in employment?,757
What are the requirements for a self-employed person banking with First Bank to qualify for a joint mortgage with their spouse?,757
Are couples who both work for First Bank eligible for the joint mortgage program?,758
Does First Bank allow two legitimate partners from the same workplace to apply for a joint mortgage?,758
"Can my partner and I, who are both employed by First Bank, participate in this mortgage option?",758
Is it permissible for couples working at First Bank to utilize the joint mortgage facility?,758
"If my partner and I work at the same place, is it okay to get a joint mortgage with First Bank?",758
Can I get an auto loan from First Bank if my salary account is with a different bank?,760
Does First Bank offer auto loans to customers who bank elsewhere?,760
I have a salary account with another bank; can I still apply for an auto loan at First Bank?,760
Is it necessary to have a First Bank salary account to qualify for an auto loan?,760
What are the eligibility requirements for an auto loan at First Bank regarding salary accounts?,760
Does First Bank allow loans for used cars?,761
I'm at First Bank and want to know if I can use my loan for a pre-owned vehicle.,761
Can I purchase a second-hand vehicle with an automobile loan from First Bank?,761
"First Bank, are loans provided only for new cars or can they also cover used ones?",761
"If I apply for an automobile loan at First Bank, will it cover used vehicles as well?",761
Is the premium for credit insurance a requirement when I take out an automobile loan with First Bank?,762
What does First Bank say about the necessity of credit life and car insurance premiums for auto loans?,762
Do I need to have credit insurance when I get an auto loan at First Bank?,762
"When financing a vehicle through First Bank, is it mandatory to pay for credit insurance?",762
Can you tell me if First Bank requires credit insurance premiums for their automobile loan products?,762
Does First Bank require comprehensive insurance for financed vehicles?,764
I’m looking to get a car loan with First Bank; do I need to have insurance on the vehicle?,764
What are the insurance requirements for vehicles financed through First Bank?,764
Is vehicle insurance a must when I finance a car at First Bank?,764
Can you tell me if I need to insure my car when taking out a loan with First Bank?,764
Do I have to buy my car from a vendor on the First Bank approved list?,763
Is it necessary to choose a vehicle from First Bank's list of pre-approved vendors?,763
"When getting a loan from First Bank, am I required to purchase my vehicle from the recommended vendors?",763
"Can I buy a car from any dealer, or does First Bank insist on using their approved vendor list?",763
Is First Bank's pre-approved vendor list mandatory for my vehicle purchase?,763
Can I get a personal loan at First Bank if my salary account is with another bank?,765
Is First Bank offering personal loans only for its own salary account holders?,765
I have my salary account elsewhere; can I still apply for a personal loan from First Bank?,765
Are personal loans against salary at First Bank limited to customers with First Bank accounts?,765
"If my salary is paid into a different bank, can I still access a personal loan from First Bank?",765
Can you tell me what the Agent Credit service is at First Bank?,766
What does First Bank mean by 'Agent Credit'?,766
I need to understand the Agent Credit option offered by First Bank.,766
How does First Bank's Agent Credit work for immediate money needs?,766
What is the purpose of Agent Credit at First Bank?,766
What is the maximum credit amount I can get from First Bank?,767
"At First Bank, how much can I borrow at most?",767
Can you tell me the limit on access to funds for First Bank customers?,767
I'm curious about First Bank's policy on the highest amount I can access—what is it?,767
First Bank has a daily average credit turnover; how much can I access based on that?,767
What interest rate does First Bank offer on their loan products?,769
Can you tell me the flat interest rate for loans at First Bank?,769
First Bank's interest rate on credit products — what is it?,769
I'm looking for information on the interest rate at First Bank for credit services; what is it?,769
Could someone at First Bank explain the flat interest rate applied to loans?,769
What are the loan terms at First Bank for borrowing on weekdays?,768
Can you tell me the maximum loan duration at First Bank for a weekend request?,768
How long can I expect a loan from First Bank to last if I apply on a weekday?,768
"At First Bank, what is the longest time frame for a loan processed during holidays?",768
"If I take a loan from First Bank, when will the funds be available if I apply on a Saturday?",768
How quickly can I expect my account to be credited after I apply with First Bank?,771
What is the timeframe for my account crediting once I submit my application to First Bank?,771
"First Bank, how long does it take for my funds to show up in my account after applying?",771
"If I apply for a loan at First Bank, how soon will the money be deposited into my account?",771
"After applying for a loan, how fast will First Bank credit my account?",771
Does First Bank charge any additional fees for accessing services?,770
I want to know if there are extra costs at First Bank when I use their service.,770
What fees can I expect when using First Bank's service?,770
"In First Bank’s service, is there an annual insurance fee I should be aware of?",770
Can you tell me about any extra charges with the service at First Bank?,770
What’s the process to apply for a loan with First Bank?,772
Can I get a loan through the Firstmonie App from First Bank?,772
"I want to know how to apply for a loan at First Bank, what should I do?",772
How does one go about applying for a loan at First Bank using their app?,772
Is there a way to apply for a loan via the First Bank app called Firstmonie?,772
How long do I need to be an Active Agent at First Bank before I can apply for a loan?,773
I'm an Agent with First Bank — what's the minimum time I need to be active to qualify for a loan?,773
"First Bank, do I have to wait a certain period as an Agent before applying for a loan?",773
Can I find out the required duration of being an Agent at First Bank before I can submit a loan application?,773
What’s the time requirement for Agents at First Bank to be eligible for loan applications?,773
Can I submit applications for multiple stores at once with First Bank?,775
"First Bank, do you allow applying for all my store accounts together?",775
Is it possible to apply for my various stores simultaneously at First Bank?,775
I want to know if First Bank lets me apply for multiple store accounts at the same time?,775
"When applying through First Bank, can I do so for all my store accounts in one go?",775
What are the consequences if I miss a loan payment with First Bank?,776
"If I don't pay my loan on time, what actions will First Bank take?",776
Can you tell me what happens to my accounts with First Bank if I fail to repay my loan?,776
"As a customer of First Bank, what should I expect if my loan payment is overdue?",776
Will First Bank withdraw my Agent License if I neglect to pay my loan?,776
Can I use my Attendant PIN for loan access at First Bank?,774
What PIN do I need to access loans at First Bank?,774
"First Bank customers, can the Attendant PIN unlock loans?",774
Is the ADMIN Pin the only way to access loans at First Bank?,774
"When trying to access a loan, should I use the Attendant or ADMIN Pin with First Bank?",774
How many times can I take out a loan from First Bank in one day?,777
Can I access my First Bank loan multiple times within 24 hours?,777
What is the limit for accessing my loan at First Bank every 24 hours?,777
"If I have access to a loan, how often can I use it within a day at First Bank?",777
Is there a restriction on how many loans I can access from First Bank in a 24-hour period?,777
What advantages does First Bank offer with their Agent Credit program?,778
Can you tell me about the benefits of using Agent Credit at First Bank?,778
How can First Bank's Agent Credit help in funding transactions?,778
What features make Agent Credit a good option for customers at First Bank?,778
"As a customer of First Bank, what perks come with the Agent Credit service?",778
Can First Bank approve a loan if my identification card has expired?,779
I'm a customer at First Bank; will I be able to get a loan with an expired ID?,779
First Bank’s policy on loans: Do I need a valid ID to secure one?,779
"If my ID card is out of date, does First Bank still allow me to apply for a loan?",779
What does First Bank say about getting a loan with an expired identification card?,779
Is it possible to get a loan from First Bank if my account shows a negative balance?,780
Can I qualify for a loan with a debit balance in my First Bank account?,780
"First Bank customers, can I still apply for a loan if I'm in the red?",780
What happens if my First Bank account is overdrawn? Can I still access a loan?,780
"If I have a debit balance at First Bank, am I eligible for a loan?",780
"If I already have loans, can I get more from First Bank?",781
First Bank rules: Am I eligible for a new loan with existing debt?,781
Can I apply for additional credit at First Bank while having current loans?,781
I want to know if First Bank allows more loans when I have existing facilities?,781
Is it possible to access further loans from First Bank if I've already borrowed?,781
Who is eligible for the secured overdraft at First Bank?,783
Can small and medium businesses take advantage of First Bank's secured overdraft service?,783
What types of businesses qualify for the secured overdraft product offered by First Bank?,783
Is there a specific annual turnover requirement for accessing First Bank's secured overdraft facility?,783
First Bank's secured overdraft - who can use it?,783
What is the maximum amount I can get from First Bank under the secured overdraft program?,784
Can you tell me how much First Bank will allow me to borrow through their secured overdraft scheme?,784
How does First Bank determine the amount for the secured overdraft facility?,784
"If I want a secured overdraft from First Bank, how much money can I access?",784
What factors does First Bank consider for the cashflow amounts in the secured overdraft application?,784
"If I still owe money for a loan with First Bank, can I get a loan from a different store?",782
"With First Bank, am I allowed to take out a loan elsewhere if my previous one isn’t fully repaid?",782
Can I apply for another loan at a different store while I have an outstanding loan with First Bank?,782
Is it possible to access a loan at another store if I haven’t yet paid off my First Bank loan completely?,782
"First Bank customers, can I borrow money from another store even if I haven’t finished paying off my existing loan?",782
Does First Bank require properties to have valid title documents for collateral?,786
What kind of ownership documents do I need to provide to First Bank if I'm using property as collateral?,786
"First Bank, do I need to have official title papers for my property to meet collateral requirements?",786
"If I want to use a property for a secured overdraft with First Bank, what documentation is necessary?",786
Can you tell me if First Bank accepts properties as collateral without valid title documents?,786
Does First Bank need collateral for their secured overdraft service?,785
I’m curious if First Bank requires any collateral when applying for an overdraft.,785
What type of collateral does First Bank ask for when I want a secured overdraft?,785
Can you tell me if First Bank asks for real estate or other assets as collateral for overdraft loans?,785
"When I inquire about a secured overdraft with First Bank, will they require me to provide collateral?",785
Does First Bank allow large companies to secure overdrafts over N20 million?,787
I want to know if First Bank offers more than N20 million in overdraft for big businesses.,787
Can big businesses get access to overdrafts exceeding N20 million with First Bank?,787
Is it possible for a major corporation to obtain a secured overdraft larger than N20 million from First Bank?,787
